"product_name","product_brand","units_sold","revenue"
"Orange Leopard Distressed Cut-Off Short Shorts","Hot Topic","8","115.83999633789062"
"Womens Tuxedo Shorts - 100% Polyester Black with Side Satin Stripes","SmartTuxedo","4","115.80000305175781"
"Betsey Johnson Women's Knit Chiffon Slip","Betsey Johnson","5","115.79999923706055"
"Alfred Dunner Women's Animal Print","Alfred Dunner","3","115.68000411987305"
"Democracy Women's Trim Detail Tweed Jacket","Democracy","3","115.68000411987305"
"Allegra K Men Stylish Zip Fly Button Closure Slant Pockets Front Casual Pants Dark Orange W29","Allegra K","7","115.6400032043457"
"Private Label - Mens Plaid Broadcloth Robe Black Grey 27242","Private Label","5","115.60000419616699"
"Ozone Design Women's China Socks","Ozone","7","115.5"
"Barely There Microfiber Diamond Camisole Black S","Barely There","7","115.5"
"Torrid Plus Size Black Side Lace Mini Skirt","Torrid","3","115.5"
"Allegra K Mens Casual Knee Length Summer NEW Trendy Straight Short Pants Trousers Pants Shorts Dark Blue W31","Allegra K","9","115.4699993133545"
"IBIP Multi Color Calico Printing Legging Leopard","IBIP","8","115.44000244140624"
"Duofold Men's Silkweight Dri-release S/S Top","Duofold","4","115.27999877929686"
"Allegra K Mens Casual 2012 NEW Fashion Drawstring Elastic Waist Sports Pants Light Gray W31","Allegra K","6","115.25999450683594"
"Allegra K Mens Stylish Slant Pockets Front Zip Fly Slim Faux Leather Pants Black W31","Allegra K","6","115.25999450683594"
"Allegra K Women Front Opening Long Sleeve Hooded Casual Winter Warm Plush Coat Beige S","Allegra K","4","115.23999786376953"
"Columbia Sportswear Silver Ridge Booney II Sun Hats Men's","Columbia","6","115.20000457763672"
"Dockers Men's 3-Pack Metro Crew Socks","Dockers","9","115.20000171661377"
"Hanes Classic Men's 6-pack Cushion Crew Socks","Hanes","9","115.20000171661377"
"Hanes Classics Men's Stretch Boxer Brief With Comfort FlexÃ‚Â® Waistband 4-Pack M-Black/Grey Assortment","Hanes","4","115.19999694824219"
"Nautica Men's 3-Pack Texture SockBrown8 to 12","Nautica","8","115.19999694824217"
"Nollie Womens Solid Fleece Hoodie","NOLLIE","4","115.16000366210938"
"JMS Cotton Hi-Cut Assorted (5-pack)","Just My Size","7","115.15000534057617"
"Jones New York Women's Petite Slim Skirt","Jones New York","3","115.08000183105469"
"Rene Rofe Women's Long Sleeve Chemise Dress And Thong Set","Rene Rofe","6","115.02000045776367"
"Ladies Red White Geometric Strapless Jumper","FineBrandShop","5","115"
"MK Mens Sexy Underwear Brief Bikini Jock Thong G-String 5 Colors","MK underwear","10","115"
"Fruit of the Loom Men's 4 pack v neck Underwear","Fruit of the Loom","5","115"
"Sexy Lace Babydoll Set -Black","SEX NIGHT","5","115"
"Boxercraft V-Neck Cotton Knit Hoodie Very comfortable - Navy","Boxercraft","5","115"
"VIVILLI Lace Padded Cup Babydoll-Black","VIVILLI","5","115"
"Jezebel Women's Show Off Camisole","Jezebel","5","115"
"Papi Men's Colores Brazilian Trunk","Papi","5","115"
"Shadowline 36 Flare Half Slip (47116)",NULL,"5","115"
"Patty Women Diagonal One Shoulder with Neck Warmer Tops","Patty","4","114.95999908447266"
"Long Wrap Skirts for Women Printed Cotton from India (Multicolor One Size)","Maple Clothing","5","114.94999885559082"
"DR. WHO -- FIRST DOCTOR -- MENS TEE","Blue Star Inc","5","114.94999885559082"
"Dallas Cowboys 2012 Colorblock Men Sneaker Slippers","Forever Collectibles","5","114.94999885559082"
"Magenta Pink Hooded Fleece Lined Zip Up Hoodie Jacket","Jon & Anna","5","114.94999885559082"
"Red Stretchy 1950s Rockabilly High Waist Pinup Pencil Wiggle Women's Skirt","ClosetOnline","5","114.94999885559082"
"Omni-Wool Merino Wool Endurance Pro Quarter Sock (2 pair)","Omni-Wool","5","114.94999885559082"
"Mommy Paradise Maternity Pants 3832","Mommy Paradise","5","114.94999885559082"
"Patty Women Cute Short Sleeved Shrug Cardigan Tops","Patty","5","114.94999885559082"
"Dickies Girl Juniors The Broker Boot Cut Trouser Pant","Dickies Girl","5","114.94999885559082"
"Konflict NWT Men's Giant Cross Graphic Designer MMA Muscle T-shirt!","Konflict","5","114.94999885559082"
"Underworks Pettipants Nylon Culotte Slip Bloomers Split Skirt 9-inch Inseam 3-Pack","Underworks","5","114.94999885559082"
"Dickies WS518 Short Sleeve Plaid Camp Shirt","Dickies","5","114.94999885559082"
"Curvi Waist Cincher Tummy Control Bodyshaper Waistnipper Waist Band (5 Sizes And 2 colors)","Curvi","5","114.94999885559082"
"Allegra K Ladies Front Opening Double Button Decor Short Blazer Pink XS","Allegra K","11","114.9499979019165"
"Sock It To Me SOCK MONKEY LOVE Womens Knee Socks","Sock It To Me","10","114.89999771118164"
"Roxy Girl's BELIEVE IT Pink Shorts 488972-GRS","Roxy","5","114.84999656677245"
"Dearfoams Women's Handknit Infinity Scarf","Dearfoams","5","114.75000381469727"
"Winter Chunky Knit Hooded Scarf Pullover Headscarf Neckwarmer Hoodie Hat Black","SK Hat shop","5","114.75000381469727"
"Microfiber Knit Camisole w/ Elegant Lace Hem","Vx Intimate Inc","5","114.75000381469727"
"Gold Toe Men's Crew Fashion Patterned Dress Sock","Gold Toe","9","114.75"
"Gold Toe Men's Casual Crew 3-Pack","Gold Toe","9","114.75"
"Allegra K Mens 2012 New Button Closure Front Hoodie Red White Light Gray M","Allegra K","11","114.73000335693358"
"Allegra K Men 2012 Deers Pattern Casual Sweater Dark Blue Red Off-White S","Allegra K","6","114.60000228881836"
"Bali Everyday Smoothing Seamless Top","Bali","5","114.49999809265138"
"DESMIIT Mens Long John Thermal Underwear Pants Modal 4 Colors","DESMIIT","5","114.49999809265138"
"Billabong Men's Reposar Rock Photo Board Shorts","Billabong","3","114.45000457763672"
"Champion P2442 50/50 Mens Fleece Open-Bottom Pants","Champion","4","114.4000015258789"
"Hanes Comfort Soft Dyed Crew Blue","Hanes","5","114.39999580383301"
"Blue Line BLM004 - Performance Microfiber Lace Up Boxer Trunks - Black White or Navy Blue","Blue Line","9","114.39000034332275"
"DC Men's Clap Beanie","DC","10","114.3000030517578"
"Allegra K Lady Burgundy Boat Neck Bead Accent Off Shoulder Top S","Allegra K","11","114.1800012588501"
"Allegra K Women Beige Blk Shirr Waist Beaded Neckline Jumpsuit XS","Allegra K","7","114.09999465942383"
"ShaToBu Get Fit! Calorie Burning High Waist Shaping Tights","ShaToBu","3","114"
"Rago Shapewear Garter Belt Style 72522","Rago","3","114"
"Carhartt Women's Side Saddle Belt","Carhartt","3","114"
"Carnival Womens Low Plunge Lace Longline Bra","Carnival","3","114"
"b.tempt'd by Wacoal Women's Ciao Bella Balconette Bra","b.tempt'd by Wacoal","3","114"
"Fruit Of The Loom Womens 5 Pack Fit for Me Cotton Brief Assorted Colors","Fruit of the Loom","8","114"
"Nautica Men's Vista Plaid Woven Boxer","Nautica","8","114"
"Hanro Women's Everyday Narrow Strap Tank Top","Hanro","3","114"
"Popsi Lingerie Animal Print Corset Set With Matching Panty","Popsi Lingerie","6","114"
"b.tempt'd by Wacoal Women's Express Yourself Tanga Panty","b.tempt'd by Wacoal","6","114"
"American Apparel Unisex Poplin Hooded Zip Jacket","American Apparel","3","114"
"Calvin Klein Men's Matrix Boxer - Woven Slim Fit","Calvin Klein","6","114"
"Polo Ralph Lauren Men's Dress/Fashion Socks 3 Pair Sock Size: 10-13 - Navy/Argyle","Ralph Lauren","4","114"
"Paul Frank Women's Hoody Sweatshirt With Julius","Paul Frank","3","114"
"A3055 - Victorian Cream Corset","Corset Story","3","114"
"Munsingwear Men's 3-Pack Athletic Tank Top Shirt","Munsingwear","6","114"
"J. America Ladies' Vanity Zen Fleece Full-Zip Hooded Sweatshirt. 8913","J. America","3","114"
"Dockers Men's Outdoor Khaki D3 Classic Fit Flat Front Pant","Dockers","3","114"
"American Apparel Thick-Knit Jersey Skirt","American Apparel","6","114"
"Aztec Warrior Poncho Cardigan","The West Coast","2","114"
"A3091 - Underbust Corset","Corset Story","3","114"
"Wallflower Bling Jegging Jean","Wallflower","4","114"
"A3099 - Turquoise Corset","Corset Story","3","114"
"Carnival Women's Low Plunge Longline - 203","Carnival","3","114"
"Wacoal Women's Control Freak Pear Brief","Wacoal","3","114"
"YMI Juniors Embroidered Short","YMI","3","114"
"Flexees Women's Easy Up Easy Down Pull On Waistnipper","Flexees","3","114"
"Armani Exchange Shiny Logo Tee","A:X Armani Exchange","3","114"
"Sport-Tek Men's 1/4-Zip Athletic Sweatshirt. F253","Sport-Tek","3","114"
"IZOD Men's Basic Heritage Pique Polo Shirt","IZOD","3","114"
"Hello Kitty Juniors Forever Heart Print Hoodie Footie Pajama Suit","Hello Kitty","5","113.99999618530273"
"Rig'Em Right Logo Hoodie Sweatshirt","Rig'Em Right","3","113.97000503540039"
"Short Sleeve Cowl Neck Fitted Warm Winter Print Sweater Mini Dress Top S M L","Hot from Hollywood","3","113.97000503540039"
"Mommy Paradise Maternity Top 3792","Mommy Paradise","6","113.93999862670898"
"Domo Men's Plush Wallet","Domo","6","113.93999862670898"
"Fruit Of The Loom Men's 7-Pack Brief - Big Sizes","Fruit of the Loom","6","113.93999862670898"
"Polo Jeans Company Cargo Shorts Blue & Yellow Plaid","Polo Ralph Lauren","6","113.93999862670898"
"Fredricks Satin Strip Babydoll Set with Exposed Zipper and Matching Thong","Fredricks of Hollywood","6","113.93999862670898"
"Roxy Women's Slopes Fleece Lined Hoodie Black 474688-BLK","Roxy","2","113.91999816894531"
"Men's Italian Lambskin Leather Driving Gloves By Fratelli Orsini Everyday","Fratelli","2","113.90000152587889"
"ROMEO & JULIET COUTURE Poncho W/ Rib Knit Trim [RJ26442]","Romeo & Juliet Couture","3","113.85000228881833"
"Hanes Heavyweight Tagless Pocket Tee","Hanes","3","113.85000228881833"
"Matix Kilowatt Shorts - Black","Matix","3","113.85000228881833"
"Allegra K Woman Scoop Neck Puff Sleeves Lace Shoulder Cutout Back Shirr Front Red Dress XS","Allegra K","9","113.84999656677245"
"Allegra K W32 Khaki Multi Pockets Straight Zip Fly Casual Pants for Men","Allegra K","7","113.82000160217285"
"New Lady's Faux Leather Leggings L0613 - Large L/XL 5'1-5'10","Dapper World","6","113.81999588012694"
"Ladies Animal Print Mesh Padded Bra with Hipster Panty","PLATINUM INTIMATES","6","113.81999588012694"
"Ladies Lace Push-Up Bra with Lace Hipster Panty","PLATINUM INTIMATES","6","113.81999588012694"
"TopTie Unisex Elastic Y-Back Suspenders 1 inch(3CM) Solid J-Clip Suspender--Black","TopTie","19","113.80999565124512"
"Drymax Socks Running Lite-Mesh Mini-Crew Sock Socks","Drymax","4","113.80000305175781"
"Allegra K Women Zip Fly Belt Hood Side Pockets Built in Shorts Olive Green M","Allegra K","10","113.80000114440918"
"Burnside Men's Fraction Short Sleeve Woven Shirt","Burnside","8","113.76000213623047"
"Retrofit Men's Striped Hooded Jacket","Retrofit","4","113.72000122070312"
"Swiftwick Pursuit Four Socks","Swiftwick","6","113.70000457763672"
"Teko Summit Tekomerino Midweight Hiking Sock","Teko","6","113.70000457763672"
"Harley-DavidsonÃ‚Â® Men's Repeat Skull Circle Black Boxer Shorts. 57003","Harley-Davidson","6","113.70000457763672"
"Smartwool Women's Quilted Cable Socks Charcoal Heather","SmartWool","6","113.70000457763672"
"Bridgedale Men's Hiker Sock","Bridgedale","6","113.70000457763672"
"Levi's Men's Gretzle Denim Shirt","Levi's","3","113.39999771118167"
"Life is good Wander Woman Women's Long Sleeve Shirt","Life Is Good","3","113.39999771118167"
"Devon & Jones D475 Mens V-Neck Sweater","Devon & Jones","4","113.36000061035155"
"Fox River Stryker Military Boot Socks","Fox River Socks","6","113.27999496459961"
"Low Profile Dyed Cotton Twill Cap - Putty W39S55D","MG","19","113.0499963760376"
"SpicySpot Sexy Open Front Halter Top Monokini","Spicy Spot","6","113.04000091552733"
"Dickies DR210 13-inch Relaxed Fit Denim Short","Dickies","3","113.04000091552732"
"Allegra K Beige Stand Collar Ribbing Cuff Sleeve Coat S for Women","Allegra K","6","112.97999954223631"
"Walls Ladies Ranch Cotton Shirt Long Sleeved","Walls","5","112.89999961853026"
"Allegra K Men Long Sleeve Fleece Lined Hooded Zip up Sweatshirt Coffee S","Allegra K","6","112.8599967956543"
"Duofold Women's Mid-Weight Two-Layer Thermal  #627A","Duofold","6","112.79999542236328"
"Democracy Women's 3/4 Sleeve Blazer","Democracy","7","112.77000427246094"
"Allegra K Women Winter Plush Lining Stretchy Thick Leggings Tights Pants Black XS","Allegra K","8","112.72000122070314"
"Allegra K Mens Fashion Simple Design Two Pockets Front Two Buttons Long Sleeve Blazer Gray S","Allegra K","7","112.70000267028809"
"GoLite Men's Siskiyou Hiking Short","GoLite","6","112.62000274658203"
"Speedo Men's Team Collection Wave Spliced Boardshort","Speedo","4","112.59999847412111"
"Allegra K Lady Rolled Up Sleeve Shawl Collar Front Openning Blazer Beige S","Allegra K","8","112.55999755859376"
"Calvin Klein Men's Basic Crew Neck T-Shirt 3-Pack","Calvin Klein","3","112.5"
"Classic Stretch Boxer Brief","Jockey","5","112.5"
"Calvin Klein Men's Basic V-Neck T-Shirt 3-Pack","Calvin Klein","3","112.5"
"Curve Appeal Black Skinny Jeans","Curve Appeal","5","112.5"
"Ike Behar Men's Flannel Pajama Gift Set","Ike Behar","3","112.5"
"Reyn Spooner Men's Pa'a Vintage Surf Trunk","Reyn Spooner","2","112.5"
"Private Label - Mens Plaid Flannel Pant Green Black 28426","Private Label","6","112.5"
"Zebra Print Mini Flat Credit Card Wallet Case in Choice of Colors - Great Stocking Stuffer!","Texcyngoods","9","112.5"
"Fashion Forms Women's One Wire Strapless Bra","Fashion Forms","5","112.44999885559082"
"Hee Grand Men's Classic Vest","Hee Grand","4","112.44000244140624"
"Hanes Plus Size Womens Comfortsoft Cotton Stretch Boy Briefs Assorted","Hanes","7","112.34999465942383"
"Allegra K Men Stylish Stretchy Slim Fit Long Sleeve Solid Color Sweater Burgundy S","Allegra K","9","112.31999588012695"
"Karen Kane Women's Folded Waistband Long Skirt","Karen Kane","3","112.2299995422363"
"Port & Company Cotton Big and Tall Short-Sleeve T-Shirt (PC61T) Available in 12 Colors","Port & Company","7","112.07000160217285"
"Japanese Kawaii Harajuku Crocheted Thigh High Socks - More Colors","Tabbisocks","7","112"
"Calvin Klein Men's X Cotton Fashion Boxer Brief","Calvin Klein","4","112"
"Polo Ralph Lauren Big & Tall Men's 3-Pack Classic Socks","Ralph Lauren","7","112"
"American Apparel Unisex Baby Thermal Long Sleeve Henley","American Apparel","4","112"
"6-pack Champion Men's Performance All Sport Tube Sock Ch602 White 6-12","Champion","7","112"
"Ellen Tracy Women's 3 Pair Basic Trouser Sock Pack","Ellen Tracy","7","112"
"Classic Half Slip in 18 & 24 Length - Antistatic Non-Cling Fabric","Ilusion","8","112"
"Champion High Performance Men's Athletic Ankle Socks Extended Sizes 3-Pack 12-14-White","Champion","7","112"
"C-IN2 Men's Core Basic Crew Neck Tee","C-IN2","4","112"
"Ellen Tracy Women's 3 Pair Pinstripe Trouser Sock Pack","Ellen Tracy","7","112"
"American Apparel Stretch Floral Lace Low Slung Panty","American Apparel","7","112"
"Flexees Womens Holiday Collection Boy Short","Flexees","4","112"
"point6 1153 Active Light Cushion Mini Crew Socks","point6","7","112"
"HUGO BOSS Men's Multicolored Strip Dress Sock","HUGO BOSS","8","112"
"LRG Men's Lifted Hardrocks Tee","LRG","4","112"
"HANES Cushion Lo-Cut - 10 Pairs - 188/10","Hanes","8","112"
"American Apparel Stretch Floral Lace Thong","American Apparel","7","112"
"The Cat's Pajamas Dragonfly Women's Cotton Pajama","The Cat's Pajamas","2","112"
"2(x)ist Men's Essential No Show Brief","2(x)ist","8","112"
"HUE Women's 3-Pack Toe Cover","HUE","7","112"
"Women's Skinny Cotton Stretch Colored Legging Basic Pants","Hollywood Star Fashion","4","112"
"HUGO BOSS Men's Multicolored Microstripe Dress Mid Calf Sock","HUGO BOSS","8","112"
"Champion Open Bottom Sweatpants With Pockets","Champion","4","112"
"Ivory Hand Made Knit Headband With Flower Detail","Luxury Divas","14","112"
"K. Bell Socks Men's Gradiant Stripe","K. Bell","14","112"
"C-IN2 Men's Core Basic Profile Brief","C-IN2","7","112"
"C-in2 Men's Core Profile Brief","C-IN2","7","112"
"American Apparel Stripe Cotton Spandex Jersey Legging","American Apparel","4","112"
"Jessica Simpson Women's Glitter Dot Tight Socks","Jessica Simpson","7","112"
"Maidenform Womens Dream Front Close Lace T-Back Bralette","Maidenform","7","112"
"Layered Circle Infinity Scarf","Echomerx","8","112"
"Ozone Women's Mid Zone 2 Pack","Ozone","8","112"
"BCBGMAXAZRIA Women's Adele Petite Printed Wrap Dress","BCBGMAXAZRIA","1","111.98999786376952"
"(6239) Waist Detail Pencil Skirt Suit Shadow Stripe Black","Ice","2","111.9800033569336"
"Plus Size Sheer Lace Legging with Ruched Skirt Black","eVogues Apparel","4","111.95999908447266"
"Plus Size Laced Black Open Front Cardigan","eVogues Apparel","4","111.95999908447266"
"Tri-Mountain Women's 3/4-Sleeve Pique Knit Polo Shirt. 601","Tri-Mountain","4","111.95999908447266"
"Plus size Sheer Layered Poncho Top Floral Print Black","eVogues Apparel","4","111.95999908447266"
"Dockers Men' D3 Pleated Soft Khaki Short","Dockers","4","111.95999908447266"
"Pink Sexy Lingerie Babydoll with G-sting and Stockings - A01041","I-pink","4","111.95999908447266"
"Campbell Blue Green White Tartan Plaid Check Classic Cut Flannel Pants Unisex Sizes","Touch of Europe Flannel Pants","4","111.95999908447266"
"Purple White Plaid Check Classic Cut Flannel Pants Unisex Sizes","Touch of Europe Flannel Pants","4","111.95999908447266"
"Dockers Men's Leather Wardrobe Belt Set","Dockers","4","111.95999908447266"
"Hurley Mens Curbside Double Knit Hooded Henley Shirt","Hurley","4","111.95999908447266"
"(1272) Ladies Wide Leg Smart City Trousers Light Brown","Ice","4","111.95999908447266"
"Ultraclub 8480 UC 1/4 Zip Pullover","UltraClub","4","111.95999908447266"
"Alki'i 2-Pack Junior Womens lounge/workout/gym/yoga pants","Alki'i","4","111.95999908447266"
"Black Gorgeous Rhinestone Studded Belt","Luxury Divas","4","111.95999908447266"
"Plus Size Floral Lace Bolero Shrug Black","eVogues Apparel","4","111.95999908447266"
"Tri-Mountain Women's Fashionable Turtleneck Jersey. 607","Tri-Mountain","4","111.95999908447266"
"Acid Wash Jean Dark Leggings","Yelete","7","111.92999839782715"
"Nintendo Zelda Black and Gold Logo Belt Buckle","Nintendo","7","111.92999839782715"
"Groovin' White V-Cut Bikini Brief","Groovin'","7","111.92999839782715"
